logId,logDate,foodId,foodName,mealTypeId,amount,unitId,unitName,calories,protein,fat,carbs,fiber,sodium
37871427655,2026-01-12,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37871427658,2026-01-12,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37872430788,2026-01-12,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37875125223,2026-01-12,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37873558979,2026-01-13,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37877267122,2026-01-13,19285159,ご飯(大),5,1.0,304,食分,356,,,,,
37878446567,2026-01-13,19317470,ひれかつ御飯(とんかつ和幸),5,1.0,304,食分,1463,,,,,
37879685435,2026-01-13,19315259,バナナ,4,2.0,304,食分,172,,,,,
37879773965,2026-01-13,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37888481868,2026-01-15,19274500,カレールウ(単品、一食分),5,1.0,304,食分,102,,,,,
37889022677,2026-01-15,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37890222371,2026-01-15,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37890635465,2026-01-15,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37894283619,2026-01-15,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37894795023,2026-01-15,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37894853916,2026-01-15,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37895070353,2026-01-15,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37896908916,2026-01-15,781682741,納豆,5,1.0,304,食分,90,,,,,
37897134992,2026-01-15,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37898305311,2026-01-15,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37898984405,2026-01-16,781682295,アボカド(25g),5,1.2,304,食分,55,,,,,
37899505408,2026-01-16,19321655,ブルーベリー/生,4,1.0,304,食分,7,,,,,
37899780920,2026-01-16,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37900272601,2026-01-16,19285159,ご飯(大),5,1.0,304,食分,356,,,,,
37902101445,2026-01-16,19311145,肉野菜炒め定食(やよい軒),5,1.0,304,食分,630,,,,,
37905090979,2026-01-16,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37901857436,2026-01-17,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37902122893,2026-01-17,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37902673377,2026-01-17,781682295,アボカド(25g),5,1.2,304,食分,55,,,,,
37903951843,2026-01-17,781682958,ブルーベリ−(10g),6,2.0,304,食分,10,,,,,
37904827172,2026-01-17,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37906646339,2026-01-17,770932775,サラダチキンバー(セブンプレミアム),4,1.0,304,食分,65,,,,,
37921778442,2026-01-20,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37924138891,2026-01-20,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37927521831,2026-01-20,21887925,骨なしオリジナルチキン(ケンタッキーフライドチキン),4,1.0,304,食分,204,,,,,
37927777063,2026-01-20,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37946296449,2026-01-23,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37947092774,2026-01-23,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37947358399,2026-01-23,781682741,納豆,5,1.0,304,食分,90,,,,,
37948656193,2026-01-23,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37949452786,2026-01-23,19300740,チキン南蛮弁当,5,1.0,304,食分,741,,,,,
37949767330,2026-01-23,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37949855818,2026-01-23,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37949865729,2026-01-23,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37949905030,2026-01-23,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37950209743,2026-01-23,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37952402630,2026-01-23,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37959755085,2026-01-26,781681941,マイプロテイン(1食分31g),5,60.0,147,グラム,199,,,,,
37963098091,2026-01-26,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37964799733,2026-01-26,781682741,納豆,5,1.0,304,食分,90,,,,,
37965271676,2026-01-26,768041875,さつまいも(干し芋)(20g),4,80.0,147,グラム,244,,,,,
37966491100,2026-01-26,19305850,豆乳飲料,5,1.0,304,食分,108,,,,,
37968290395,2026-01-26,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37968644371,2026-01-26,754020165,さつまいも,5,1.0,304,食分,154,,,,,
37969136010,2026-01-26,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37994991240,2026-01-31,770932775,サラダチキンバー(セブンプレミアム),4,1.0,304,食分,65,,,,,
37997547534,2026-01-31,781682958,ブルーベリ−(10g),6,2.0,304,食分,10,,,,,
37999750187,2026-01-31,19315259,バナナ,4,1.5,304,食分,129,,,,,
38000674611,2026-01-31,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
38001805092,2026-01-31,781681941,マイプロテイン(1食分31g),5,45.0,147,グラム,150,,,,,
38001854280,2026-01-31,781682295,アボカド(25g),5,1.2,304,食分,55,,,,,
37999834944,2026-02-01,736009782,ご飯(一膳),5,3.0,304,食分,705,,,,,
38000257569,2026-02-01,768041092,えんばく(オートミール)(40g),3,60.0,147,グラム,228,,,,,
38000454386,2026-02-01,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
38001870157,2026-02-01,768041875,さつまいも(干し芋)(20g),4,40.0,147,グラム,122,,,,,
38003659923,2026-02-01,781682958,ブルーベリ−(10g),6,2.0,304,食分,10,,,,,
38005311927,2026-02-01,19315259,バナナ,4,1.5,304,食分,129,,,,,
38006314576,2026-02-01,781682295,アボカド(25g),5,1.2,304,食分,55,,,,,
38006796401,2026-02-01,19315259,バナナ,4,1.5,304,食分,129,,,,,
38006943867,2026-02-01,21883386,とんこつラーメン(日高屋),5,1.2,304,食分,944,,,,,
